accuracy,churn_precision,churn_recall,time_needed
0.9505703422053232,0.8413793103448276,0.8840579710144928,0.13820719999966968
0.9277566539923955,0.8103448275862069,0.7286821705426356,0.07899779999934253
0.9505703422053232,0.8540145985401459,0.8602941176470589,0.0768489000001864
0.9277566539923955,0.7662337662337663,0.8489208633093526,0.07545289999870874
0.9340937896070975,0.7884615384615384,0.8661971830985915,0.08032420000017737
